timestamp,temperature,humidity
2018-09-22 14:43:18,29,9
2018-09-22 14:43:19,38,70
2018-09-22 14:43:20,18,22
2018-09-22 14:43:21,13,82
2018-09-22 14:43:22,35,46
2018-09-22 14:43:23,25,51
2018-09-22 14:43:24,23,97
2018-09-22 14:43:25,21,46
2018-09-22 14:43:26,12,12
2018-09-22 14:43:27,15,32
2018-09-22 14:43:28,9,56
2018-09-22 14:43:29,39,30
2018-09-22 14:43:30,13,86
2018-09-22 14:43:31,47,45
2018-09-22 14:43:32,23,99
2018-09-22 14:43:33,9,89
2018-09-22 14:43:34,42,1
2018-09-22 14:43:35,43,88
2018-09-22 14:43:36,13,94
2018-09-22 14:43:37,31,48
2018-09-22 14:43:38,15,26
2018-09-22 14:43:39,13,65
2018-09-22 14:43:40,5,53
2018-09-22 14:43:41,14,54
2018-09-22 14:43:42,41,76
2018-09-22 14:43:43,10,48
2018-09-22 14:43:44,10,98
2018-09-22 14:43:45,24,63
2018-09-22 14:43:46,19,67
2018-09-22 14:43:47,1,74
2018-09-22 14:43:48,37,40
