timestamp,temperature,humidity
2018-09-22 17:59:25,29,9
2018-09-22 17:59:26,38,70
2018-09-22 17:59:27,18,22
2018-09-22 17:59:28,13,82
2018-09-22 17:59:29,35,46
2018-09-22 17:59:30,25,51
2018-09-22 17:59:31,23,97
2018-09-22 17:59:32,21,46
2018-09-22 17:59:33,12,12
2018-09-22 17:59:34,15,32
2018-09-22 17:59:35,9,56
2018-09-22 17:59:36,39,30
2018-09-22 17:59:37,13,86
2018-09-22 17:59:38,47,45
2018-09-22 17:59:39,23,99
2018-09-22 17:59:40,9,89
2018-09-22 17:59:41,42,1
2018-09-22 17:59:42,43,88
2018-09-22 17:59:43,13,94
2018-09-22 17:59:44,31,48
2018-09-22 17:59:45,15,26
2018-09-22 17:59:46,13,65
2018-09-22 17:59:47,5,53
2018-09-22 17:59:48,14,54
2018-09-22 17:59:49,41,76
2018-09-22 17:59:50,10,48
2018-09-22 17:59:51,10,98
2018-09-22 17:59:52,24,63
2018-09-22 17:59:53,19,67
2018-09-22 17:59:54,1,74
2018-09-22 17:59:55,37,40
