timestamp,temperature,humidity
2018-09-22 14:44:48,29,9
2018-09-22 14:44:49,38,70
2018-09-22 14:44:50,18,22
2018-09-22 14:44:51,13,82
2018-09-22 14:44:52,35,46
2018-09-22 14:44:53,25,51
2018-09-22 14:44:54,23,97
2018-09-22 14:44:55,21,46
2018-09-22 14:44:56,12,12
2018-09-22 14:44:57,15,32
2018-09-22 14:44:58,9,56
2018-09-22 14:44:59,39,30
2018-09-22 14:45:00,13,86
2018-09-22 14:45:01,47,45
2018-09-22 14:45:02,23,99
2018-09-22 14:45:03,9,89
2018-09-22 14:45:04,42,1
2018-09-22 14:45:05,43,88
2018-09-22 14:45:06,13,94
2018-09-22 14:45:07,31,48
2018-09-22 14:45:08,15,26
2018-09-22 14:45:09,13,65
2018-09-22 14:45:10,5,53
2018-09-22 14:45:11,14,54
2018-09-22 14:45:12,41,76
2018-09-22 14:45:13,10,48
2018-09-22 14:45:14,10,98
2018-09-22 14:45:15,24,63
2018-09-22 14:45:16,19,67
2018-09-22 14:45:17,1,74
2018-09-22 14:45:18,37,40
