timestamp,temperature,humidity
2018-09-22 14:40:48,29,9
2018-09-22 14:40:49,38,70
2018-09-22 14:40:50,18,22
2018-09-22 14:40:51,13,82
2018-09-22 14:40:52,35,46
2018-09-22 14:40:53,25,51
2018-09-22 14:40:54,23,97
2018-09-22 14:40:55,21,46
2018-09-22 14:40:56,12,12
2018-09-22 14:40:57,15,32
2018-09-22 14:40:58,9,56
2018-09-22 14:40:59,39,30
2018-09-22 14:41:00,13,86
2018-09-22 14:41:01,47,45
2018-09-22 14:41:02,23,99
2018-09-22 14:41:03,9,89
2018-09-22 14:41:04,42,1
2018-09-22 14:41:05,43,88
2018-09-22 14:41:06,13,94
2018-09-22 14:41:07,31,48
2018-09-22 14:41:08,15,26
2018-09-22 14:41:09,13,65
2018-09-22 14:41:10,5,53
2018-09-22 14:41:11,14,54
2018-09-22 14:41:12,41,76
2018-09-22 14:41:13,10,48
2018-09-22 14:41:14,10,98
2018-09-22 14:41:15,24,63
2018-09-22 14:41:16,19,67
2018-09-22 14:41:17,1,74
2018-09-22 14:41:18,37,40
