timestamp,temperature,humidity
2018-09-22 14:43:48,29,9
2018-09-22 14:43:49,38,70
2018-09-22 14:43:50,18,22
2018-09-22 14:43:51,13,82
2018-09-22 14:43:52,35,46
2018-09-22 14:43:53,25,51
2018-09-22 14:43:54,23,97
2018-09-22 14:43:55,21,46
2018-09-22 14:43:56,12,12
2018-09-22 14:43:57,15,32
2018-09-22 14:43:58,9,56
2018-09-22 14:43:59,39,30
2018-09-22 14:44:00,13,86
2018-09-22 14:44:01,47,45
2018-09-22 14:44:02,23,99
2018-09-22 14:44:03,9,89
2018-09-22 14:44:04,42,1
2018-09-22 14:44:05,43,88
2018-09-22 14:44:06,13,94
2018-09-22 14:44:07,31,48
2018-09-22 14:44:08,15,26
2018-09-22 14:44:09,13,65
2018-09-22 14:44:10,5,53
2018-09-22 14:44:11,14,54
2018-09-22 14:44:12,41,76
2018-09-22 14:44:13,10,48
2018-09-22 14:44:14,10,98
2018-09-22 14:44:15,24,63
2018-09-22 14:44:16,19,67
2018-09-22 14:44:17,1,74
2018-09-22 14:44:18,37,40
