timestamp,temperature,humidity
2018-09-22 14:38:48,29,9
2018-09-22 14:38:49,38,70
2018-09-22 14:38:50,18,22
2018-09-22 14:38:51,13,82
2018-09-22 14:38:52,35,46
2018-09-22 14:38:53,25,51
2018-09-22 14:38:54,23,97
2018-09-22 14:38:55,21,46
2018-09-22 14:38:56,12,12
2018-09-22 14:38:57,15,32
2018-09-22 14:38:58,9,56
2018-09-22 14:38:59,39,30
2018-09-22 14:39:00,13,86
2018-09-22 14:39:01,47,45
2018-09-22 14:39:02,23,99
2018-09-22 14:39:03,9,89
2018-09-22 14:39:04,42,1
2018-09-22 14:39:05,43,88
2018-09-22 14:39:06,13,94
2018-09-22 14:39:07,31,48
2018-09-22 14:39:08,15,26
2018-09-22 14:39:09,13,65
2018-09-22 14:39:10,5,53
2018-09-22 14:39:11,14,54
2018-09-22 14:39:12,41,76
2018-09-22 14:39:13,10,48
2018-09-22 14:39:14,10,98
2018-09-22 14:39:15,24,63
2018-09-22 14:39:16,19,67
2018-09-22 14:39:17,1,74
2018-09-22 14:39:18,37,40
