timestamp,temperature,humidity
2018-09-22 14:45:48,29,9
2018-09-22 14:45:49,38,70
2018-09-22 14:45:50,18,22
2018-09-22 14:45:51,13,82
2018-09-22 14:45:52,35,46
2018-09-22 14:45:53,25,51
2018-09-22 14:45:54,23,97
2018-09-22 14:45:55,21,46
2018-09-22 14:45:56,12,12
2018-09-22 14:45:57,15,32
2018-09-22 14:45:58,9,56
2018-09-22 14:45:59,39,30
2018-09-22 14:46:00,13,86
2018-09-22 14:46:01,47,45
2018-09-22 14:46:02,23,99
2018-09-22 14:46:03,9,89
2018-09-22 14:46:04,42,1
2018-09-22 14:46:05,43,88
2018-09-22 14:46:06,13,94
2018-09-22 14:46:07,31,48
2018-09-22 14:46:08,15,26
2018-09-22 14:46:09,13,65
2018-09-22 14:46:10,5,53
2018-09-22 14:46:11,14,54
2018-09-22 14:46:12,41,76
2018-09-22 14:46:13,10,48
2018-09-22 14:46:14,10,98
2018-09-22 14:46:15,24,63
2018-09-22 14:46:16,19,67
2018-09-22 14:46:17,1,74
2018-09-22 14:46:18,37,40
