timestamp,temperature,humidity
2018-09-22 14:39:18,29,9
2018-09-22 14:39:19,38,70
2018-09-22 14:39:20,18,22
2018-09-22 14:39:21,13,82
2018-09-22 14:39:22,35,46
2018-09-22 14:39:23,25,51
2018-09-22 14:39:24,23,97
2018-09-22 14:39:25,21,46
2018-09-22 14:39:26,12,12
2018-09-22 14:39:27,15,32
2018-09-22 14:39:28,9,56
2018-09-22 14:39:29,39,30
2018-09-22 14:39:30,13,86
2018-09-22 14:39:31,47,45
2018-09-22 14:39:32,23,99
2018-09-22 14:39:33,9,89
2018-09-22 14:39:34,42,1
2018-09-22 14:39:35,43,88
2018-09-22 14:39:36,13,94
2018-09-22 14:39:37,31,48
2018-09-22 14:39:38,15,26
2018-09-22 14:39:39,13,65
2018-09-22 14:39:40,5,53
2018-09-22 14:39:41,14,54
2018-09-22 14:39:42,41,76
2018-09-22 14:39:43,10,48
2018-09-22 14:39:44,10,98
2018-09-22 14:39:45,24,63
2018-09-22 14:39:46,19,67
2018-09-22 14:39:47,1,74
2018-09-22 14:39:48,37,40
