timestamp,temperature,humidity
2018-09-22 14:41:48,29,9
2018-09-22 14:41:49,38,70
2018-09-22 14:41:50,18,22
2018-09-22 14:41:51,13,82
2018-09-22 14:41:52,35,46
2018-09-22 14:41:53,25,51
2018-09-22 14:41:54,23,97
2018-09-22 14:41:55,21,46
2018-09-22 14:41:56,12,12
2018-09-22 14:41:57,15,32
2018-09-22 14:41:58,9,56
2018-09-22 14:41:59,39,30
2018-09-22 14:42:00,13,86
2018-09-22 14:42:01,47,45
2018-09-22 14:42:02,23,99
2018-09-22 14:42:03,9,89
2018-09-22 14:42:04,42,1
2018-09-22 14:42:05,43,88
2018-09-22 14:42:06,13,94
2018-09-22 14:42:07,31,48
2018-09-22 14:42:08,15,26
2018-09-22 14:42:09,13,65
2018-09-22 14:42:10,5,53
2018-09-22 14:42:11,14,54
2018-09-22 14:42:12,41,76
2018-09-22 14:42:13,10,48
2018-09-22 14:42:14,10,98
2018-09-22 14:42:15,24,63
2018-09-22 14:42:16,19,67
2018-09-22 14:42:17,1,74
2018-09-22 14:42:18,37,40
