timestamp,temperature,humidity
2018-09-22 14:36:55,29,9
2018-09-22 14:36:56,38,70
2018-09-22 14:36:57,18,22
2018-09-22 14:36:58,13,82
2018-09-22 14:36:59,35,46
2018-09-22 14:37:00,25,51
2018-09-22 14:37:01,23,97
2018-09-22 14:37:02,21,46
2018-09-22 14:37:03,12,12
2018-09-22 14:37:04,15,32
2018-09-22 14:37:05,9,56
2018-09-22 14:37:06,39,30
2018-09-22 14:37:07,13,86
2018-09-22 14:37:08,47,45
2018-09-22 14:37:09,23,99
2018-09-22 14:37:10,9,89
2018-09-22 14:37:11,42,1
2018-09-22 14:37:12,43,88
2018-09-22 14:37:13,13,94
2018-09-22 14:37:14,31,48
2018-09-22 14:37:15,15,26
2018-09-22 14:37:16,13,65
2018-09-22 14:37:17,5,53
2018-09-22 14:37:18,14,54
2018-09-22 14:37:19,41,76
2018-09-22 14:37:20,10,48
2018-09-22 14:37:21,10,98
2018-09-22 14:37:22,24,63
2018-09-22 14:37:23,19,67
2018-09-22 14:37:24,1,74
2018-09-22 14:37:25,37,40
