timestamp,temperature,humidity
2018-09-22 14:39:48,29,9
2018-09-22 14:39:49,38,70
2018-09-22 14:39:50,18,22
2018-09-22 14:39:51,13,82
2018-09-22 14:39:52,35,46
2018-09-22 14:39:53,25,51
2018-09-22 14:39:54,23,97
2018-09-22 14:39:55,21,46
2018-09-22 14:39:56,12,12
2018-09-22 14:39:57,15,32
2018-09-22 14:39:58,9,56
2018-09-22 14:39:59,39,30
2018-09-22 14:40:00,13,86
2018-09-22 14:40:01,47,45
2018-09-22 14:40:02,23,99
2018-09-22 14:40:03,9,89
2018-09-22 14:40:04,42,1
2018-09-22 14:40:05,43,88
2018-09-22 14:40:06,13,94
2018-09-22 14:40:07,31,48
2018-09-22 14:40:08,15,26
2018-09-22 14:40:09,13,65
2018-09-22 14:40:10,5,53
2018-09-22 14:40:11,14,54
2018-09-22 14:40:12,41,76
2018-09-22 14:40:13,10,48
2018-09-22 14:40:14,10,98
2018-09-22 14:40:15,24,63
2018-09-22 14:40:16,19,67
2018-09-22 14:40:17,1,74
2018-09-22 14:40:18,37,40
