timestamp,temperature,humidity
2018-09-22 17:49:19,29,9
2018-09-22 17:49:20,38,70
2018-09-22 17:49:21,18,22
2018-09-22 17:49:22,13,82
2018-09-22 17:49:23,35,46
2018-09-22 17:49:24,25,51
2018-09-22 17:49:25,23,97
2018-09-22 17:49:26,21,46
2018-09-22 17:49:27,12,12
2018-09-22 17:49:28,15,32
2018-09-22 17:49:29,9,56
2018-09-22 17:49:30,39,30
2018-09-22 17:49:31,13,86
2018-09-22 17:49:32,47,45
2018-09-22 17:49:33,23,99
2018-09-22 17:49:34,9,89
2018-09-22 17:49:35,42,1
2018-09-22 17:49:36,43,88
2018-09-22 17:49:37,13,94
2018-09-22 17:49:38,31,48
2018-09-22 17:49:39,15,26
2018-09-22 17:49:40,13,65
2018-09-22 17:49:41,5,53
2018-09-22 17:49:42,14,54
2018-09-22 17:49:43,41,76
2018-09-22 17:49:44,10,48
2018-09-22 17:49:45,10,98
2018-09-22 17:49:46,24,63
2018-09-22 17:49:47,19,67
2018-09-22 17:49:48,1,74
2018-09-22 17:49:49,37,40
