timestamp,temperature,humidity
2018-09-22 14:45:18,29,9
2018-09-22 14:45:19,38,70
2018-09-22 14:45:20,18,22
2018-09-22 14:45:21,13,82
2018-09-22 14:45:22,35,46
2018-09-22 14:45:23,25,51
2018-09-22 14:45:24,23,97
2018-09-22 14:45:25,21,46
2018-09-22 14:45:26,12,12
2018-09-22 14:45:27,15,32
2018-09-22 14:45:28,9,56
2018-09-22 14:45:29,39,30
2018-09-22 14:45:30,13,86
2018-09-22 14:45:31,47,45
2018-09-22 14:45:32,23,99
2018-09-22 14:45:33,9,89
2018-09-22 14:45:34,42,1
2018-09-22 14:45:35,43,88
2018-09-22 14:45:36,13,94
2018-09-22 14:45:37,31,48
2018-09-22 14:45:38,15,26
2018-09-22 14:45:39,13,65
2018-09-22 14:45:40,5,53
2018-09-22 14:45:41,14,54
2018-09-22 14:45:42,41,76
2018-09-22 14:45:43,10,48
2018-09-22 14:45:44,10,98
2018-09-22 14:45:45,24,63
2018-09-22 14:45:46,19,67
2018-09-22 14:45:47,1,74
2018-09-22 14:45:48,37,40
