timestamp,temperature,humidity
2018-09-22 14:42:48,29,9
2018-09-22 14:42:49,38,70
2018-09-22 14:42:50,18,22
2018-09-22 14:42:51,13,82
2018-09-22 14:42:52,35,46
2018-09-22 14:42:53,25,51
2018-09-22 14:42:54,23,97
2018-09-22 14:42:55,21,46
2018-09-22 14:42:56,12,12
2018-09-22 14:42:57,15,32
2018-09-22 14:42:58,9,56
2018-09-22 14:42:59,39,30
2018-09-22 14:43:00,13,86
2018-09-22 14:43:01,47,45
2018-09-22 14:43:02,23,99
2018-09-22 14:43:03,9,89
2018-09-22 14:43:04,42,1
2018-09-22 14:43:05,43,88
2018-09-22 14:43:06,13,94
2018-09-22 14:43:07,31,48
2018-09-22 14:43:08,15,26
2018-09-22 14:43:09,13,65
2018-09-22 14:43:10,5,53
2018-09-22 14:43:11,14,54
2018-09-22 14:43:12,41,76
2018-09-22 14:43:13,10,48
2018-09-22 14:43:14,10,98
2018-09-22 14:43:15,24,63
2018-09-22 14:43:16,19,67
2018-09-22 14:43:17,1,74
2018-09-22 14:43:18,37,40
