timestamp,temperature,humidity
2018-09-22 14:40:18,29,9
2018-09-22 14:40:19,38,70
2018-09-22 14:40:20,18,22
2018-09-22 14:40:21,13,82
2018-09-22 14:40:22,35,46
2018-09-22 14:40:23,25,51
2018-09-22 14:40:24,23,97
2018-09-22 14:40:25,21,46
2018-09-22 14:40:26,12,12
2018-09-22 14:40:27,15,32
2018-09-22 14:40:28,9,56
2018-09-22 14:40:29,39,30
2018-09-22 14:40:30,13,86
2018-09-22 14:40:31,47,45
2018-09-22 14:40:32,23,99
2018-09-22 14:40:33,9,89
2018-09-22 14:40:34,42,1
2018-09-22 14:40:35,43,88
2018-09-22 14:40:36,13,94
2018-09-22 14:40:37,31,48
2018-09-22 14:40:38,15,26
2018-09-22 14:40:39,13,65
2018-09-22 14:40:40,5,53
2018-09-22 14:40:41,14,54
2018-09-22 14:40:42,41,76
2018-09-22 14:40:43,10,48
2018-09-22 14:40:44,10,98
2018-09-22 14:40:45,24,63
2018-09-22 14:40:46,19,67
2018-09-22 14:40:47,1,74
2018-09-22 14:40:48,37,40
